age,workclass,final_weight,education,Learning years,marital-status,occupation,relationship,sex,capital-gain,capital-loss,Workrate,native-country,label,Id
61,Private,40269,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,261
34,Private,203463,Some-college,10,Divorced,Sales,Not-in-family,Female,0,0,40,United-States,1,262
28,Private,299422,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,Mexico,1,263
33,State-gov,174171,Some-college,10,Separated,Tech-support,Not-in-family,Male,0,0,12,United-States,1,264
54,Self-emp-not-inc,269068,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,50,Philippines,0,265
18,State-gov,76142,11th,7,Never-married,Other-service,Own-child,Male,0,0,8,United-States,1,266
52,Private,150393,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,0,267
19,Private,121240,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,30,United-States,1,268
23,Local-gov,247731,HS-grad,9,Divorced,Adm-clerical,Own-child,Female,0,0,40,Cuba,1,269
45,Private,738812,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,46,United-States,1,270
24,Private,92609,Bachelors,13,Never-married,Exec-managerial,Own-child,Male,0,0,45,United-States,1,271
53,Private,167651,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,272
21,Private,182117,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,15,United-States,1,273
35,Private,187119,Some-college,10,Divorced,Exec-managerial,Not-in-family,Female,0,0,70,United-States,1,274
54,Private,200098,Bachelors,13,Divorced,Sales,Not-in-family,Female,0,0,60,United-States,1,275
20,,144685,Some-college,10,Never-married,,Own-child,Female,0,1602,40,Taiwan,1,276
31,,259120,Some-college,10,Married-civ-spouse,,Wife,Female,0,0,10,United-States,1,277
58,Private,357788,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,278
47,Self-emp-not-inc,158451,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,45,United-States,1,279
44,Private,222596,HS-grad,9,Divorced,Tech-support,Not-in-family,Male,0,0,50,United-States,0,280
20,Private,105686,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,1,281
25,Private,189590,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,40,United-States,1,282
61,Private,51170,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,United-States,1,283
29,State-gov,240738,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,284
22,Federal-gov,100345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,43,United-States,1,285
24,Private,145111,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,45,United-States,1,286
41,Private,165798,5th-6th,3,Divorced,Other-service,Unmarried,Female,0,0,40,Puerto-Rico,1,287
41,Local-gov,248406,HS-grad,9,Separated,Transport-moving,Own-child,Male,0,0,40,United-States,1,288
24,Private,220944,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,United-States,1,289
40,Self-emp-inc,218558,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,United-States,0,290
57,Private,214061,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,291
29,Private,190562,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Male,0,0,56,United-States,1,292
38,Private,423616,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,Female,0,0,36,United-States,0,293
39,Private,136081,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,2051,40,United-States,1,294
37,Private,360743,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,295
23,Private,149396,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,1,296
45,State-gov,312678,Masters,14,Never-married,Adm-clerical,Not-in-family,Male,0,0,38,United-States,1,297
17,Private,142964,11th,7,Never-married,Other-service,Own-child,Male,0,0,20,United-States,1,298
48,Self-emp-not-inc,32825,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,299
25,Self-emp-not-inc,266668,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,300
44,Self-emp-not-inc,195486,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,70,Jamaica,1,301
34,,93834,HS-grad,9,Separated,,Own-child,Female,0,0,8,United-States,1,302
45,Self-emp-not-inc,271828,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,20,United-States,1,303
71,State-gov,100063,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,304
57,Self-emp-not-inc,175942,Some-college,10,Widowed,Exec-managerial,Other-relative,Male,0,0,25,United-States,1,305
37,State-gov,76767,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,39,United-States,0,306
30,Private,207564,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,United-States,1,307
39,Private,341741,Preschool,1,Never-married,Other-service,Not-in-family,Female,0,0,12,United-States,1,308
55,Local-gov,115457,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,1,309
43,Private,216042,Some-college,10,Divorced,Tech-support,Own-child,Female,0,1617,72,United-States,1,310
62,Local-gov,164518,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,38,United-States,1,311
50,Federal-gov,32801,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,United-States,0,312
21,Private,312017,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,313
42,Federal-gov,198316,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,314
18,Local-gov,466325,11th,7,Never-married,Adm-clerical,Own-child,Male,0,0,12,United-States,1,315
23,Private,53306,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,30,United-States,1,316
48,Private,182566,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,317
60,Self-emp-not-inc,27886,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,318
19,Private,165306,Some-college,10,Never-married,Tech-support,Other-relative,Male,0,0,40,Vietnam,1,319
47,Local-gov,183486,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,50,United-States,0,320
30,Private,257849,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,48,United-States,1,321
36,Private,261382,Masters,14,Married-civ-spouse,Sales,Husband,Male,15024,0,45,United-States,0,322
48,Self-emp-not-inc,213140,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Italy,1,323
72,Local-gov,144515,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Male,0,1258,40,United-States,1,324
19,Private,269991,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,Puerto-Rico,1,325
29,Self-emp-not-inc,85572,11th,7,Married-civ-spouse,Other-service,Wife,Female,0,0,5,United-States,1,326
31,Private,703107,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,1,327
34,Self-emp-not-inc,319165,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,0,328
59,State-gov,159472,9th,5,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,329
58,Private,218281,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,Mexico,1,330
22,Private,335453,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,60,United-States,1,331
64,Private,270333,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,332
37,Private,91711,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,0,333
59,Private,214865,HS-grad,9,Widowed,Exec-managerial,Unmarried,Female,0,0,50,United-States,1,334
19,Private,194608,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,20,United-States,1,335
31,Self-emp-not-inc,156033,HS-grad,9,Divorced,Other-service,Not-in-family,Male,0,0,35,United-States,1,336
18,Private,237646,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,30,United-States,1,337
42,Private,282964,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,40,United-States,1,338
18,,139003,HS-grad,9,Never-married,,Other-relative,Female,0,0,12,United-States,1,339
38,Local-gov,289430,HS-grad,9,Divorced,Protective-serv,Not-in-family,Male,0,0,56,United-States,1,340
28,Self-emp-inc,146042,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,1,341
56,Private,133025,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,1,342
49,Self-emp-inc,26502,Bachelors,13,Divorced,Prof-specialty,Unmarried,Male,6497,0,45,United-States,1,343
19,Private,209826,Some-college,10,Never-married,Sales,Own-child,Female,0,0,15,United-States,1,344
41,Private,227644,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,1,345
27,Self-emp-not-inc,153805,Some-college,10,Married-civ-spouse,Transport-moving,Other-relative,Male,0,0,50,Ecuador,0,346
56,Private,87584,HS-grad,9,Widowed,Other-service,Unmarried,Female,0,0,40,United-States,1,347
45,Private,53524,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,348
48,Private,192791,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,349
29,Private,186624,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,40,Cuba,1,350
58,Private,210673,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,United-States,0,351
38,Local-gov,72338,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,54,United-States,0,352
40,,65545,Masters,14,Divorced,,Own-child,Female,0,0,55,United-States,1,353
49,Local-gov,98738,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,354
45,Private,144579,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,355
47,Private,169549,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,356
24,Private,140001,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,35,El-Salvador,1,357
27,Private,146460,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,1,358
44,Local-gov,387770,Some-college,10,Widowed,Adm-clerical,Unmarried,Female,0,0,15,United-States,1,359
32,Private,199416,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,1,360
20,Private,113200,Some-college,10,Never-married,Handlers-cleaners,Own-child,Female,0,0,6,United-States,1,361
57,Self-emp-inc,199768,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,1902,30,United-States,0,362
25,Private,108658,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Male,0,0,45,United-States,1,363
20,Federal-gov,55233,Some-college,10,Never-married,Adm-clerical,Other-relative,Female,0,0,40,United-States,1,364
49,Self-emp-not-inc,59612,10th,6,Divorced,Farming-fishing,Unmarried,Male,0,0,70,United-States,1,365
41,Local-gov,184466,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,38,United-States,0,366
68,Private,223851,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,24,United-States,1,367
45,Local-gov,189890,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,40,United-States,1,368
26,Private,68001,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,369
44,Private,300528,11th,7,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,0,370
50,Federal-gov,307555,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Male,0,0,60,United-States,0,371
48,Private,118889,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,2885,0,15,United-States,1,372
51,Private,124963,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,373
66,Local-gov,362165,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Female,0,2206,25,United-States,1,374
36,Private,220511,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,375
39,Private,225504,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,376
24,Private,216867,10th,6,Never-married,Other-service,Other-relative,Male,0,0,30,Mexico,1,377
34,Private,434463,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,39,United-States,1,378
17,Private,207637,11th,7,Never-married,Handlers-cleaners,Own-child,Male,0,0,10,United-States,1,379
25,Private,98281,12th,8,Never-married,Handlers-cleaners,Unmarried,Male,0,0,43,United-States,1,380
40,,253370,HS-grad,9,Married-civ-spouse,,Wife,Female,0,0,35,United-States,0,381
60,Local-gov,255711,Bachelors,13,Widowed,Prof-specialty,Unmarried,Female,0,0,60,United-States,0,382
30,Private,84119,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,2051,40,United-States,1,383
43,Self-emp-not-inc,144928,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Male,0,0,60,United-States,1,384
27,Private,113054,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Male,0,0,43,United-States,1,385
37,Private,147638,Bachelors,13,Separated,Other-service,Unmarried,Female,0,0,36,Philippines,1,386
24,Private,72310,Some-college,10,Never-married,Sales,Own-child,Male,0,0,43,United-States,1,387
51,Private,310774,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,0,388
49,Private,218357,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,Female,0,0,38,United-States,1,389
31,Private,158545,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,27,United-States,1,390
51,Private,162745,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,50,United-States,0,391
49,Self-emp-not-inc,110457,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,0,392
21,Private,235442,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,1,393
30,Private,426431,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,10520,0,40,United-States,0,394
30,Private,179112,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,0,0,40,,1,395
25,Private,191921,Some-college,10,Never-married,Transport-moving,Own-child,Male,0,0,40,United-States,1,396
40,Private,160369,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,2415,45,United-States,0,397
28,Federal-gov,298661,Bachelors,13,Never-married,Tech-support,Not-in-family,Female,0,0,40,United-States,1,398
24,Private,424494,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,30,United-States,1,399
33,,177824,HS-grad,9,Separated,,Unmarried,Female,0,0,40,United-States,1,400
65,Private,344152,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,5556,0,50,United-States,0,401
69,,476653,Bachelors,13,Married-civ-spouse,,Husband,Male,0,0,20,United-States,1,402
26,Local-gov,30793,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,55,United-States,0,403
43,Private,170525,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Female,14344,0,40,United-States,0,404
17,,213055,11th,7,Never-married,,Not-in-family,Female,0,0,20,United-States,1,405
25,Private,224361,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,United-States,1,406
53,Private,120839,12th,8,Divorced,Farming-fishing,Own-child,Male,0,0,40,United-States,1,407
31,Private,98639,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,40,United-States,1,408
50,Local-gov,100480,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,0,409
35,Private,296478,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,410
27,Private,258768,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,411
60,Private,178312,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,7298,0,65,United-States,0,412
30,Self-emp-inc,292465,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,United-States,1,413
26,Local-gov,205570,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,414
29,Private,209301,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Canada,1,415
34,Private,346034,12th,8,Married-spouse-absent,Handlers-cleaners,Unmarried,Male,0,0,35,Mexico,1,416
32,Private,174215,Some-college,10,Divorced,Sales,Unmarried,Female,0,0,40,United-States,1,417
31,Private,334744,HS-grad,9,Separated,Transport-moving,Not-in-family,Male,0,0,40,United-States,1,418
30,Private,236599,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,1,419
23,Private,91189,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,1,420
32,Private,126838,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,421
46,Federal-gov,332727,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,422
33,Private,62155,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,35,United-States,1,423
53,Private,177705,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,44,United-States,0,424
41,Private,82049,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,425
23,Self-emp-not-inc,282604,11th,7,Married-civ-spouse,Transport-moving,Husband,Male,7688,0,60,United-States,0,426
67,Self-emp-inc,116517,Bachelors,13,Widowed,Other-service,Unmarried,Female,0,0,35,United-States,1,427
20,Private,47678,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,1,428
69,Private,124930,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,2267,40,United-States,1,429
39,Private,1455435,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,430
35,Private,312232,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,0,50,United-States,1,431
32,Private,198068,HS-grad,9,Never-married,Transport-moving,Not-in-family,Male,0,0,60,United-States,1,432
17,Private,98005,11th,7,Never-married,Sales,Own-child,Female,0,0,16,United-States,1,433
20,,25139,Some-college,10,Never-married,,Own-child,Female,0,0,40,United-States,1,434
23,Private,60847,Assoc-voc,11,Never-married,Sales,Unmarried,Female,0,0,60,United-States,1,435
47,Private,30457,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,1,436
30,Self-emp-not-inc,33308,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,437
42,,212206,Masters,14,Married-civ-spouse,,Wife,Female,0,1887,48,United-States,0,438
49,Private,371299,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,35,United-States,1,439
17,Private,329783,10th,6,Never-married,Sales,Other-relative,Female,0,0,10,United-States,1,440
28,Private,308995,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,Jamaica,1,441
61,Private,149405,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,1,442
50,Local-gov,117791,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,443
